,sampleID
3906,speaker025_0077
3907,speaker025_0078
3908,speaker025_0079
3909,speaker025_0080
3910,speaker025_0082
3911,speaker025_0083
3912,speaker025_0085
3913,speaker025_0088
3914,speaker025_0089
3915,speaker025_0090
3916,speaker025_0093
3917,speaker025_0096
3918,speaker025_0098
3919,speaker025_0099
3920,speaker025_0100
3921,speaker025_0101
3922,speaker025_0103
3923,speaker025_0104
3924,speaker025_0106
3925,speaker025_0107
3926,speaker025_0108
3927,speaker025_0109
3928,speaker025_0110
3929,speaker025_0112
3930,speaker025_0114
3931,speaker025_0115
3932,speaker025_0116
3933,speaker025_0118
3934,speaker025_0119
3935,speaker025_0120
3936,speaker025_0122
3937,speaker025_0123
3938,speaker025_0126
3939,speaker025_0127
3940,speaker025_0128
3941,speaker025_0131
3942,speaker025_0132
3943,speaker025_0134
3944,speaker025_0135
3945,speaker025_0136
3946,speaker025_0137
3947,speaker025_0139
3948,speaker025_0141
3949,speaker025_0142
3950,speaker025_0143
3951,speaker025_0145
3952,speaker025_0146
3953,speaker025_0147
3954,speaker025_0148
3955,speaker025_0149
3956,speaker025_0150
3957,speaker025_0151
3958,speaker025_0152
3959,speaker025_0153
3960,speaker025_0154
3961,speaker025_0155
3962,speaker025_0156
3963,speaker025_0157
3964,speaker025_0158
3965,speaker025_0159
3966,speaker025_0160
3967,speaker025_0161
3968,speaker025_0163
3969,speaker025_0164
3970,speaker025_0165
3971,speaker025_0166
3972,speaker025_0167
3973,speaker025_0168
3974,speaker025_0169
3975,speaker025_0170
3976,speaker025_0171
3977,speaker025_0173
3978,speaker025_0174
3979,speaker025_0175
3980,speaker025_0176
3981,speaker025_0177
3982,speaker025_0179
3983,speaker025_0181
3984,speaker025_0182
3985,speaker025_0184
3986,speaker025_0189
3987,speaker025_0190
3988,speaker025_0191
3989,speaker025_0192
3990,speaker025_0193
3991,speaker025_0194
3992,speaker025_0195
3993,speaker025_0196
3994,speaker025_0197
3995,speaker025_0198
3996,speaker025_0200
3997,speaker025_0201
3998,speaker025_0202
3999,speaker025_0204
4000,speaker025_0205
4001,speaker025_0206
4002,speaker025_0207
4003,speaker025_0208
4004,speaker025_0209
4005,speaker025_0210
4006,speaker025_0212
4007,speaker025_0213
4008,speaker025_0215
4009,speaker025_0217
4010,speaker025_0218
4011,speaker025_0221
4012,speaker025_0224
4013,speaker025_0226
4014,speaker026_0000
4015,speaker026_0002
4016,speaker026_0005
4017,speaker026_0006
4018,speaker026_0007
4019,speaker026_0009
4020,speaker026_0010
4021,speaker026_0011
4022,speaker026_0014
4023,speaker026_0016
4024,speaker026_0017
4025,speaker026_0018
4026,speaker026_0019
4027,speaker026_0020
4028,speaker026_0021
4029,speaker026_0022
4030,speaker026_0025
4031,speaker026_0026
4032,speaker026_0029
4033,speaker026_0030
4034,speaker026_0034
4035,speaker026_0036
4036,speaker026_0037
4037,speaker026_0038
4038,speaker026_0039
4039,speaker026_0040
4040,speaker026_0041
4041,speaker026_0042
4042,speaker026_0043
4043,speaker026_0044
4044,speaker026_0045
4045,speaker026_0046
4046,speaker026_0047
4047,speaker026_0048
4048,speaker026_0049
4049,speaker026_0051
4050,speaker026_0053
4051,speaker026_0054
4052,speaker026_0055
4053,speaker026_0057
4054,speaker026_0058
4055,speaker026_0059
4056,speaker026_0061
4057,speaker026_0062
4058,speaker026_0065
4059,speaker026_0066
4060,speaker026_0067
4061,speaker026_0068
4062,speaker026_0069
4063,speaker026_0070
4064,speaker026_0071
4065,speaker026_0073
4066,speaker026_0075
4067,speaker026_0076
4068,speaker026_0077
4069,speaker026_0078
4070,speaker026_0080
4071,speaker026_0081
4072,speaker026_0082
4073,speaker026_0083
4074,speaker026_0084
4075,speaker026_0085
4076,speaker026_0087
4077,speaker026_0088
4078,speaker026_0089
4079,speaker026_0091
4080,speaker026_0092
4081,speaker026_0093
4082,speaker026_0094
4083,speaker026_0095
4084,speaker026_0098
4085,speaker026_0099
4086,speaker026_0100
4087,speaker026_0103
4088,speaker026_0104
4089,speaker026_0105
4090,speaker026_0106
4091,speaker026_0107
4092,speaker026_0108
4093,speaker026_0109
4094,speaker026_0110
4095,speaker026_0111
4096,speaker026_0116
4097,speaker026_0117
4098,speaker026_0118
4099,speaker026_0120
4100,speaker026_0122
4101,speaker026_0123
4102,speaker026_0124
4103,speaker026_0125
4104,speaker026_0126
4105,speaker026_0127
4106,speaker026_0128
4107,speaker026_0129
4108,speaker026_0130
4109,speaker026_0131
4110,speaker026_0132
4111,speaker026_0133
4112,speaker026_0136
4113,speaker026_0138
4114,speaker026_0139
4115,speaker026_0141
4116,speaker026_0143
4117,speaker026_0144
4118,speaker026_0145
4119,speaker026_0146
4120,speaker026_0147
4121,speaker026_0149
4122,speaker026_0151
4123,speaker026_0152
4124,speaker026_0155
4125,speaker026_0157
4126,speaker026_0160
4127,speaker026_0161
4128,speaker026_0162
4129,speaker026_0163
4130,speaker026_0164
4131,speaker026_0168
4132,speaker026_0169
4133,speaker026_0170
4134,speaker026_0171
4135,speaker026_0172
4136,speaker026_0173
4137,speaker026_0175
4138,speaker026_0176
4139,speaker026_0177
4140,speaker026_0178
4141,speaker026_0179
4142,speaker026_0180
4143,speaker026_0181
4144,speaker026_0183
4145,speaker026_0184
4146,speaker026_0185
4147,speaker026_0187
4148,speaker026_0188
4149,speaker026_0189
4150,speaker026_0190
4151,speaker026_0191
4152,speaker026_0192
4153,speaker026_0193
4154,speaker026_0195
4155,speaker026_0197
4156,speaker026_0198
4157,speaker026_0199
4158,speaker026_0201
4159,speaker026_0202
4160,speaker026_0203
4161,speaker026_0205
4162,speaker026_0206
4163,speaker026_0207
4164,speaker026_0208
4165,speaker026_0210
4166,speaker026_0211
4167,speaker026_0215
4168,speaker026_0216
4169,speaker026_0218
4170,speaker026_0220
4171,speaker027_0001
4172,speaker027_0002
4173,speaker027_0003
4174,speaker027_0004
4175,speaker027_0005
4176,speaker027_0006
4177,speaker027_0007
4178,speaker027_0008
4179,speaker027_0009
4180,speaker027_0010
4181,speaker027_0011
4182,speaker027_0012
4183,speaker027_0014
4184,speaker027_0015
4185,speaker027_0016
4186,speaker027_0017
4187,speaker027_0019
4188,speaker027_0020
4189,speaker027_0022
4190,speaker027_0024
4191,speaker027_0026
4192,speaker027_0028
4193,speaker027_0032
4194,speaker027_0033
4195,speaker027_0034
4196,speaker027_0036
4197,speaker027_0037
4198,speaker027_0039
4199,speaker027_0040
4200,speaker027_0041
4201,speaker027_0042
4202,speaker027_0043
4203,speaker027_0044
4204,speaker027_0047
4205,speaker027_0048
4206,speaker027_0049
4207,speaker027_0050
4208,speaker027_0051
4209,speaker027_0052
4210,speaker027_0053
4211,speaker027_0054
4212,speaker027_0055
4213,speaker027_0056
4214,speaker027_0057
4215,speaker027_0059
4216,speaker027_0060
4217,speaker027_0061
4218,speaker027_0064
4219,speaker027_0065
4220,speaker027_0066
4221,speaker027_0067
4222,speaker027_0068
4223,speaker027_0069
4224,speaker027_0070
4225,speaker027_0074
4226,speaker027_0075
4227,speaker027_0076
4228,speaker027_0077
4229,speaker027_0079
4230,speaker027_0081
4231,speaker027_0082
4232,speaker027_0083
4233,speaker027_0084
4234,speaker027_0086
4235,speaker028_0000
4236,speaker028_0001
4237,speaker028_0002
4238,speaker028_0003
4239,speaker028_0007
4240,speaker028_0008
4241,speaker028_0010
4242,speaker028_0011
4243,speaker028_0013
4244,speaker028_0015
4245,speaker028_0016
4246,speaker028_0017
4247,speaker029_0002
4248,speaker029_0004
4249,speaker029_0005
4250,speaker029_0006
4251,speaker029_0008
4252,speaker029_0009
4253,speaker029_0010
4254,speaker029_0011
4255,speaker029_0014
4256,speaker029_0016
4257,speaker029_0017
4258,speaker029_0018
4259,speaker029_0020
4260,speaker029_0021
4261,speaker029_0022
4262,speaker029_0023
4263,speaker029_0024
4264,speaker029_0025
4265,speaker029_0027
4266,speaker029_0028
4267,speaker029_0029
4268,speaker029_0032
4269,speaker029_0033
4270,speaker029_0034
4271,speaker029_0035
4272,speaker029_0037
4273,speaker029_0039
4274,speaker029_0041
4275,speaker029_0042
4276,speaker029_0043
4277,speaker029_0044
4278,speaker029_0045
4279,speaker029_0046
4280,speaker029_0047
4281,speaker029_0048
4282,speaker029_0049
4283,speaker029_0050
4284,speaker029_0051
4285,speaker029_0052
4286,speaker029_0053
4287,speaker029_0057
4288,speaker029_0059
4289,speaker029_0060
4290,speaker029_0061
4291,speaker029_0062
4292,speaker029_0063
4293,speaker029_0064
4294,speaker029_0066
4295,speaker029_0070
4296,speaker029_0071
4297,speaker029_0072
4298,speaker029_0074
4299,speaker029_0075
4300,speaker029_0076
4301,speaker029_0077
4302,speaker029_0080
4303,speaker029_0081
4304,speaker029_0082
4305,speaker029_0084
4306,speaker029_0088
4307,speaker029_0089
4308,speaker029_0090
4309,speaker029_0091
4310,speaker029_0092
4311,speaker030_0001
4312,speaker030_0003
4313,speaker030_0004
4314,speaker030_0005
4315,speaker030_0006
4316,speaker030_0007
4317,speaker030_0008
4318,speaker030_0009
4319,speaker030_0011
4320,speaker030_0012
4321,speaker030_0013
4322,speaker030_0014
4323,speaker030_0015
4324,speaker030_0016
4325,speaker030_0017
4326,speaker030_0020
4327,speaker030_0021
4328,speaker030_0022
4329,speaker031_0000
4330,speaker031_0001
4331,speaker031_0003
4332,speaker031_0004
4333,speaker031_0006
4334,speaker031_0009
4335,speaker031_0010
4336,speaker031_0012
4337,speaker031_0015
4338,speaker031_0017
4339,speaker031_0018
4340,speaker031_0019
4341,speaker031_0021
4342,speaker031_0022
4343,speaker031_0023
4344,speaker031_0024
4345,speaker031_0025
4346,speaker031_0038
4347,speaker031_0040
4348,speaker031_0041
4349,speaker031_0043
4350,speaker031_0044
4351,speaker031_0046
4352,speaker031_0047
4353,speaker031_0048
4354,speaker031_0050
4355,speaker031_0051
4356,speaker031_0052
4357,speaker031_0054
4358,speaker031_0056
4359,speaker031_0057
4360,speaker031_0058
4361,speaker031_0059
4362,speaker031_0060
4363,speaker031_0061
4364,speaker031_0063
4365,speaker031_0064
4366,speaker031_0065
4367,speaker031_0068
4368,speaker031_0069
4369,speaker031_0070
4370,speaker031_0072
4371,speaker031_0073
4372,speaker031_0074
4373,speaker031_0076
4374,speaker031_0077
4375,speaker031_0078
4376,speaker031_0079
4377,speaker031_0082
4378,speaker031_0083
4379,speaker031_0084
4380,speaker031_0085
4381,speaker031_0087
4382,speaker031_0088
4383,speaker031_0089
4384,speaker031_0090
4385,speaker031_0091
4386,speaker031_0092
4387,speaker031_0093
4388,speaker031_0096
4389,speaker031_0097
4390,speaker031_0098
4391,speaker031_0100
4392,speaker031_0101
4393,speaker031_0102
4394,speaker031_0104
4395,speaker031_0107
4396,speaker031_0108
4397,speaker031_0109
4398,speaker032_0000
4399,speaker032_0003
4400,speaker032_0004
4401,speaker032_0005
4402,speaker032_0006
4403,speaker032_0007
4404,speaker032_0008
4405,speaker032_0009
4406,speaker032_0010
4407,speaker032_0011
4408,speaker032_0012
4409,speaker032_0013
4410,speaker032_0014
4411,speaker032_0015
4412,speaker032_0018
4413,speaker032_0019
4414,speaker032_0020
4415,speaker032_0021
4416,speaker032_0023
4417,speaker032_0025
4418,speaker032_0027
4419,speaker032_0028
4420,speaker032_0029
4421,speaker032_0030
4422,speaker032_0031
4423,speaker032_0034
4424,speaker032_0035
4425,speaker032_0036
4426,speaker032_0038
4427,speaker032_0040
4428,speaker032_0042
4429,speaker032_0043
4430,speaker032_0045
4431,speaker032_0046
4432,speaker032_0047
4433,speaker032_0048
4434,speaker032_0050
4435,speaker032_0054
4436,speaker032_0055
4437,speaker032_0056
4438,speaker032_0057
4439,speaker032_0058
4440,speaker032_0059
4441,speaker032_0060
4442,speaker032_0061
4443,speaker032_0062
4444,speaker032_0063
4445,speaker032_0065
4446,speaker032_0066
4447,speaker032_0067
4448,speaker032_0068
4449,speaker032_0072
4450,speaker032_0074
4451,speaker032_0075
4452,speaker032_0076
4453,speaker032_0077
4454,speaker032_0078
4455,speaker032_0079
4456,speaker032_0082
4457,speaker032_0083
4458,speaker032_0084
4459,speaker032_0085
4460,speaker032_0086
4461,speaker032_0087
4462,speaker032_0088
4463,speaker032_0089
4464,speaker032_0091
4465,speaker032_0093
4466,speaker032_0095
4467,speaker032_0096
4468,speaker033_0001
4469,speaker033_0002
4470,speaker033_0003
4471,speaker033_0004
4472,speaker033_0006
4473,speaker033_0008
4474,speaker033_0009
4475,speaker033_0011
4476,speaker033_0012
4477,speaker033_0013
4478,speaker033_0015
4479,speaker033_0016
4480,speaker033_0017
4481,speaker033_0018
4482,speaker033_0020
4483,speaker033_0021
4484,speaker033_0022
4485,speaker033_0023
4486,speaker033_0024
4487,speaker033_0025
4488,speaker033_0026
4489,speaker033_0027
4490,speaker033_0028
4491,speaker033_0029
4492,speaker033_0031
4493,speaker033_0032
4494,speaker033_0033
4495,speaker033_0035
4496,speaker033_0037
4497,speaker033_0039
4498,speaker033_0040
4499,speaker033_0041
4500,speaker033_0042
4501,speaker033_0044
4502,speaker033_0047
4503,speaker033_0048
4504,speaker033_0049
4505,speaker033_0052
4506,speaker033_0053
4507,speaker033_0054
4508,speaker033_0056
4509,speaker033_0057
4510,speaker033_0058
4511,speaker033_0061
4512,speaker033_0066
4513,speaker033_0067
4514,speaker033_0068
4515,speaker033_0069
4516,speaker033_0070
4517,speaker033_0071
4518,speaker033_0074
4519,speaker033_0075
4520,speaker033_0077
4521,speaker033_0078
4522,speaker033_0079
4523,speaker033_0080
4524,speaker033_0082
4525,speaker033_0084
4526,speaker033_0085
4527,speaker033_0087
4528,speaker033_0088
4529,speaker033_0089
4530,speaker033_0090
4531,speaker033_0091
4532,speaker033_0093
4533,speaker033_0096
4534,speaker033_0097
4535,speaker033_0098
4536,speaker033_0099
4537,speaker033_0100
4538,speaker033_0101
4539,speaker033_0102
4540,speaker033_0103
4541,speaker033_0104
4542,speaker033_0105
4543,speaker033_0106
4544,speaker033_0107
4545,speaker033_0109
4546,speaker033_0110
4547,speaker033_0111
4548,speaker033_0112
4549,speaker033_0113
4550,speaker033_0114
4551,speaker033_0115
4552,speaker033_0117
4553,speaker033_0119
4554,speaker033_0121
4555,speaker033_0122
4556,speaker033_0123
4557,speaker033_0124
4558,speaker033_0125
4559,speaker033_0126
4560,speaker033_0128
4561,speaker033_0129
4562,speaker033_0130
4563,speaker033_0131
4564,speaker033_0132
4565,speaker033_0133
4566,speaker033_0134
4567,speaker033_0135
4568,speaker033_0136
4569,speaker033_0139
4570,speaker033_0140
4571,speaker033_0142
4572,speaker033_0143
4573,speaker033_0147
4574,speaker033_0148
4575,speaker033_0149
4576,speaker033_0151
4577,speaker033_0153
4578,speaker033_0154
4579,speaker033_0155
4580,speaker033_0156
4581,speaker033_0157
4582,speaker033_0158
4583,speaker033_0159
4584,speaker033_0160
4585,speaker033_0161
4586,speaker033_0162
4587,speaker033_0164
4588,speaker033_0165
4589,speaker033_0168
4590,speaker033_0169
4591,speaker033_0170
4592,speaker033_0171
4593,speaker033_0173
4594,speaker033_0174
4595,speaker033_0175
4596,speaker033_0177
4597,speaker033_0179
4598,speaker033_0181
4599,speaker033_0182
4600,speaker033_0183
4601,speaker033_0184
4602,speaker033_0185
4603,speaker033_0186
4604,speaker033_0187
4605,speaker033_0188
4606,speaker033_0189
4607,speaker033_0190
4608,speaker033_0191
4609,speaker033_0192
4610,speaker033_0193
4611,speaker033_0194
4612,speaker033_0196
4613,speaker033_0198
4614,speaker033_0199
4615,speaker033_0200
4616,speaker033_0201
4617,speaker033_0202
4618,speaker033_0203
4619,speaker033_0204
4620,speaker033_0205
4621,speaker033_0206
4622,speaker033_0207
4623,speaker033_0209
4624,speaker033_0211
4625,speaker033_0213
4626,speaker033_0214
4627,speaker033_0215
4628,speaker033_0216
4629,speaker033_0217
4630,speaker033_0218
4631,speaker033_0219
4632,speaker033_0220
4633,speaker033_0224
4634,speaker033_0225
4635,speaker033_0226
4636,speaker033_0227
4637,speaker033_0228
4638,speaker033_0229
4639,speaker033_0230
4640,speaker033_0232
4641,speaker033_0233
4642,speaker033_0234
4643,speaker033_0239
4644,speaker033_0240
4645,speaker033_0241
4646,speaker033_0242
4647,speaker033_0243
4648,speaker033_0244
4649,speaker033_0248
4650,speaker033_0250
4651,speaker033_0252
4652,speaker033_0253
4653,speaker033_0254
4654,speaker033_0255
4655,speaker033_0256
4656,speaker033_0258
4657,speaker033_0260
4658,speaker033_0262
4659,speaker033_0264
4660,speaker033_0265
4661,speaker033_0266
4662,speaker033_0267
4663,speaker033_0268
4664,speaker033_0269
4665,speaker033_0270
4666,speaker033_0272
4667,speaker033_0274
4668,speaker033_0275
4669,speaker033_0277
4670,speaker033_0278
4671,speaker033_0280
4672,speaker033_0281
4673,speaker033_0282
4674,speaker033_0284
4675,speaker033_0285
4676,speaker033_0288
4677,speaker033_0289
4678,speaker033_0290
4679,speaker033_0291
4680,speaker033_0293
4681,speaker033_0294
4682,speaker033_0295
4683,speaker033_0298
4684,speaker033_0299
4685,speaker033_0300
4686,speaker033_0301
4687,speaker033_0302
4688,speaker033_0303
4689,speaker033_0304
4690,speaker033_0305
4691,speaker033_0306
4692,speaker033_0308
4693,speaker033_0309
4694,speaker033_0311
4695,speaker033_0312
4696,speaker033_0313
4697,speaker033_0315
4698,speaker033_0317
4699,speaker033_0318
4700,speaker033_0319
4701,speaker033_0320
4702,speaker033_0321
4703,speaker033_0323
4704,speaker033_0325
4705,speaker033_0326
4706,speaker033_0329
4707,speaker033_0331
4708,speaker033_0332
4709,speaker033_0335
4710,speaker033_0336
4711,speaker033_0337
4712,speaker033_0338
4713,speaker033_0340
4714,speaker033_0342
4715,speaker033_0344
4716,speaker033_0345
4717,speaker033_0346
4718,speaker033_0347
4719,speaker033_0348
4720,speaker033_0350
4721,speaker033_0352
4722,speaker033_0355
4723,speaker033_0356
4724,speaker033_0357
4725,speaker033_0358
4726,speaker033_0360
4727,speaker033_0362
4728,speaker033_0365
4729,speaker033_0366
4730,speaker033_0367
4731,speaker033_0372
4732,speaker033_0373
4733,speaker034_0000
4734,speaker034_0002
4735,speaker034_0003
4736,speaker034_0004
4737,speaker034_0005
4738,speaker034_0006
4739,speaker034_0007
4740,speaker034_0008
4741,speaker034_0010
4742,speaker034_0011
4743,speaker034_0015
4744,speaker034_0016
4745,speaker034_0017
4746,speaker034_0019
4747,speaker034_0020
4748,speaker034_0021
4749,speaker034_0022
4750,speaker034_0023
4751,speaker034_0024
4752,speaker035_0002
4753,speaker035_0004
4754,speaker035_0005
4755,speaker035_0006
4756,speaker035_0008
4757,speaker035_0009
4758,speaker035_0010
4759,speaker035_0011
4760,speaker035_0013
4761,speaker035_0014
4762,speaker035_0015
4763,speaker035_0016
4764,speaker035_0017
4765,speaker035_0018
4766,speaker035_0019
4767,speaker035_0020
4768,speaker035_0021
4769,speaker035_0023
4770,speaker035_0025
4771,speaker035_0026
4772,speaker035_0027
4773,speaker035_0030
4774,speaker035_0031
4775,speaker035_0032
4776,speaker035_0033
4777,speaker035_0034
4778,speaker035_0037
4779,speaker035_0039
4780,speaker035_0041
4781,speaker035_0042
4782,speaker035_0043
4783,speaker035_0044
4784,speaker035_0045
4785,speaker035_0047
4786,speaker035_0048
4787,speaker035_0049
4788,speaker035_0050
4789,speaker035_0052
4790,speaker035_0053
4791,speaker035_0054
4792,speaker035_0056
4793,speaker035_0057
4794,speaker035_0059
4795,speaker036_0000
4796,speaker036_0001
4797,speaker036_0002
4798,speaker036_0003
4799,speaker036_0005
4800,speaker036_0006
4801,speaker036_0007
4802,speaker036_0008
4803,speaker036_0009
4804,speaker036_0011
4805,speaker036_0012
4806,speaker036_0013
4807,speaker036_0015
4808,speaker036_0016
4809,speaker036_0017
4810,speaker036_0018
4811,speaker036_0019
4812,speaker036_0021
4813,speaker036_0023
4814,speaker036_0024
4815,speaker036_0026
4816,speaker036_0028
4817,speaker036_0029
4818,speaker036_0030
4819,speaker036_0031
4820,speaker036_0032
4821,speaker036_0035
4822,speaker036_0036
4823,speaker036_0039
4824,speaker036_0041
4825,speaker036_0042
4826,speaker036_0043
4827,speaker036_0044
4828,speaker037_0000
4829,speaker037_0001
4830,speaker037_0002
4831,speaker037_0004
4832,speaker037_0007
4833,speaker037_0008
4834,speaker037_0009
4835,speaker037_0010
4836,speaker037_0011
4837,speaker037_0014
4838,speaker037_0015
4839,speaker037_0018
4840,speaker037_0019
4841,speaker037_0020
4842,speaker037_0021
4843,speaker037_0023
4844,speaker037_0024
4845,speaker037_0025
4846,speaker037_0026
4847,speaker037_0027
4848,speaker037_0029
4849,speaker037_0030
4850,speaker037_0031
4851,speaker037_0032
4852,speaker037_0034
4853,speaker037_0035
4854,speaker037_0036
4855,speaker037_0038
4856,speaker037_0039
4857,speaker037_0040
4858,speaker037_0041
4859,speaker037_0042
4860,speaker037_0045
4861,speaker037_0046
4862,speaker037_0047
4863,speaker037_0048
4864,speaker037_0049
4865,speaker037_0050
4866,speaker038_0000
4867,speaker038_0001
4868,speaker038_0002
4869,speaker038_0004
4870,speaker038_0005
4871,speaker038_0006
4872,speaker038_0007
4873,speaker038_0009
4874,speaker038_0010
4875,speaker038_0011
4876,speaker038_0014
4877,speaker038_0015
4878,speaker038_0016
4879,speaker038_0017
4880,speaker038_0018
4881,speaker038_0022
4882,speaker038_0023
4883,speaker038_0024
4884,speaker038_0025
4885,speaker038_0026
4886,speaker038_0027
4887,speaker038_0029
4888,speaker038_0030
4889,speaker038_0032
4890,speaker038_0034
4891,speaker038_0035
4892,speaker038_0036
4893,speaker038_0038
4894,speaker038_0039
4895,speaker038_0040
4896,speaker038_0041
4897,speaker038_0045
4898,speaker038_0046
4899,speaker038_0048
4900,speaker038_0049
4901,speaker038_0050
4902,speaker038_0052
4903,speaker038_0053
4904,speaker038_0056
4905,speaker038_0058
4906,speaker039_0001
4907,speaker039_0003
4908,speaker039_0004
4909,speaker039_0005
4910,speaker039_0006
4911,speaker040_0000
4912,speaker040_0002
4913,speaker040_0003
4914,speaker040_0004
4915,speaker040_0005
4916,speaker040_0006
4917,speaker040_0007
4918,speaker040_0008
4919,speaker040_0010
4920,speaker040_0011
4921,speaker041_0000
4922,speaker041_0002
4923,speaker041_0005
4924,speaker041_0006
4925,speaker041_0007
4926,speaker041_0008
4927,speaker041_0009
4928,speaker041_0010
4929,speaker041_0011
4930,speaker041_0012
4931,speaker041_0013
4932,speaker041_0014
4933,speaker041_0015
4934,speaker041_0016
4935,speaker041_0017
4936,speaker041_0018
4937,speaker041_0019
4938,speaker041_0020
4939,speaker041_0021
4940,speaker041_0022
4941,speaker041_0023
4942,speaker041_0024
4943,speaker041_0025
4944,speaker041_0027
4945,speaker041_0030
4946,speaker041_0033
4947,speaker041_0034
4948,speaker041_0035
4949,speaker041_0036
4950,speaker041_0037
4951,speaker041_0039
4952,speaker042_0001
4953,speaker042_0002
4954,speaker042_0004
4955,speaker042_0005
4956,speaker042_0006
4957,speaker042_0009
4958,speaker042_0010
4959,speaker042_0012
4960,speaker042_0013
4961,speaker042_0014
4962,speaker042_0015
4963,speaker042_0016
4964,speaker042_0018
4965,speaker042_0019
4966,speaker042_0020
4967,speaker042_0021
4968,speaker042_0022
4969,speaker042_0023
4970,speaker042_0024
4971,speaker042_0027
4972,speaker042_0028
4973,speaker042_0029
4974,speaker042_0030
4975,speaker042_0032
4976,speaker042_0033
4977,speaker042_0035
4978,speaker042_0036
4979,speaker042_0037
4980,speaker042_0038
4981,speaker042_0041
4982,speaker042_0042
4983,speaker042_0043
4984,speaker042_0045
4985,speaker042_0046
4986,speaker042_0047
4987,speaker042_0048
4988,speaker042_0049
4989,speaker042_0050
4990,speaker042_0051
4991,speaker042_0053
4992,speaker042_0055
4993,speaker042_0056
4994,speaker042_0057
4995,speaker042_0059
4996,speaker042_0060
4997,speaker042_0061
4998,speaker042_0063
4999,speaker042_0065
5000,speaker042_0066
5001,speaker042_0068
5002,speaker042_0069
5003,speaker042_0070
5004,speaker042_0071
5005,speaker042_0072
5006,speaker042_0073
5007,speaker042_0075
5008,speaker042_0076
5009,speaker042_0077
5010,speaker042_0078
5011,speaker042_0079
5012,speaker042_0082
5013,speaker042_0083
5014,speaker042_0084
5015,speaker042_0085
5016,speaker042_0086
5017,speaker042_0087
5018,speaker042_0090
5019,speaker042_0091
5020,speaker042_0093
5021,speaker042_0094
5022,speaker042_0096
5023,speaker042_0098
5024,speaker042_0101
5025,speaker042_0102
5026,speaker042_0103
5027,speaker042_0104
5028,speaker042_0106
5029,speaker042_0107
5030,speaker042_0108
5031,speaker042_0111
5032,speaker042_0114
5033,speaker042_0117
5034,speaker043_0000
5035,speaker043_0001
5036,speaker043_0002
5037,speaker043_0003
5038,speaker043_0004
5039,speaker043_0005
5040,speaker043_0007
5041,speaker043_0008
5042,speaker043_0009
5043,speaker043_0010
5044,speaker043_0012
5045,speaker044_0001
5046,speaker044_0003
5047,speaker044_0004
5048,speaker044_0005
5049,speaker044_0009
5050,speaker044_0010
5051,speaker044_0011
5052,speaker044_0013
5053,speaker044_0014
5054,speaker044_0015
5055,speaker044_0016
5056,speaker044_0018
5057,speaker044_0019
5058,speaker044_0020
5059,speaker044_0021
5060,speaker044_0022
5061,speaker044_0023
5062,speaker044_0026
5063,speaker044_0027
5064,speaker044_0028
5065,speaker044_0031
5066,speaker045_0000
5067,speaker045_0001
5068,speaker045_0003
5069,speaker045_0004
5070,speaker045_0006
5071,speaker045_0007
5072,speaker045_0008
5073,speaker045_0011
5074,speaker045_0012
5075,speaker045_0013
5076,speaker045_0015
5077,speaker045_0016
5078,speaker045_0017
5079,speaker045_0019
5080,speaker045_0021
5081,speaker045_0022
5082,speaker045_0024
5083,speaker045_0026
5084,speaker045_0027
5085,speaker045_0029
5086,speaker045_0030
5087,speaker045_0033
5088,speaker045_0036
5089,speaker045_0038
5090,speaker045_0039
5091,speaker045_0040
5092,speaker045_0041
5093,speaker045_0042
5094,speaker045_0043
5095,speaker045_0045
5096,speaker045_0046
5097,speaker045_0047
5098,speaker045_0048
5099,speaker045_0049
5100,speaker045_0050
5101,speaker045_0051
5102,speaker045_0052
5103,speaker045_0053
5104,speaker045_0054
5105,speaker045_0055
5106,speaker045_0057
5107,speaker045_0058
5108,speaker045_0059
5109,speaker045_0060
5110,speaker045_0061
5111,speaker045_0062
5112,speaker045_0065
5113,speaker045_0066
5114,speaker045_0067
5115,speaker045_0069
5116,speaker045_0072
5117,speaker045_0073
5118,speaker045_0074
5119,speaker045_0075
5120,speaker045_0076
5121,speaker045_0077
5122,speaker045_0078
5123,speaker045_0080
5124,speaker045_0081
5125,speaker045_0083
5126,speaker045_0085
5127,speaker045_0088
5128,speaker045_0089
5129,speaker045_0093
5130,speaker045_0094
5131,speaker045_0095
5132,speaker045_0096
5133,speaker045_0098
5134,speaker045_0099
5135,speaker045_0101
5136,speaker045_0102
5137,speaker045_0103
5138,speaker045_0104
5139,speaker045_0105
5140,speaker045_0106
5141,speaker045_0107
5142,speaker045_0108
5143,speaker045_0110
5144,speaker045_0111
5145,speaker045_0113
5146,speaker046_0000
5147,speaker046_0001
5148,speaker046_0002
5149,speaker046_0005
5150,speaker046_0007
5151,speaker047_0001
5152,speaker047_0002
5153,speaker047_0003
5154,speaker047_0004
5155,speaker047_0005
5156,speaker047_0007
5157,speaker047_0008
5158,speaker047_0009
5159,speaker047_0010
5160,speaker047_0011
5161,speaker047_0012
5162,speaker047_0015
5163,speaker047_0016
5164,speaker047_0017
5165,speaker047_0018
5166,speaker047_0019
5167,speaker047_0020
5168,speaker047_0022
5169,speaker047_0023
5170,speaker047_0024
5171,speaker048_0001
5172,speaker048_0002
5173,speaker048_0003
5174,speaker048_0004
5175,speaker048_0005
5176,speaker048_0006
5177,speaker048_0007
